author,rating,title,content,date,source,app
Paulc191919,1,WORST CUSTOMER SERVICE EVER,NO PHONE NUMBER FOR SUPPORT! NO LIVE CHAT WITH A REAL PERSON ONLY AI!! ALL THEY LIST IS AN EMAIL IVE TRIED EMAILING 4 TIMES WITH NO RESPONSE!!! NEVER EXPERIENCED ANYTHING THIS AWFUL IN MY LIFE!!! PAYING CUSTOMER….CANNOT CONTACT ANYONE IN ANY WAY AT SHOPIFY! ID SUGGEST YOU RUN TO ANY OTHER COMPANY AND AWAY FROM THIS ONE!!,2024-11-07T10:31:49-07:00,Shopify,Shopify
missV201629,5,So easy to use,Such a great app for entrepreneurs and so easy to use!,2024-11-04T10:49:52-07:00,Shopify,Shopify
lpossome,1,Scam. Charge you money,I used to have shopify on my phone. It has been undownloaded from months. Yet today's I noticed that they have been charging me $5 doars every month. I looked to see if I had a subscription but I don't. When I downloaded the app to try and figure it out it said my account had been inactive for months. Well than why are they charging me money. Really wish I had good reviews for his website. But its a big scam,2024-11-02T07:16:22-07:00,Shopify,Shopify
Spring2212,1,Horrible,Extremely horrible customer service. They waste your time without helping you. They’re sooo rude,2024-11-01T12:31:32-07:00,Shopify,Shopify
Communiyconnections,1,Payment on hold,I made my Shopify account started advertising my business and now my payout is on hold!!!,2024-10-30T16:05:12-07:00,Shopify,Shopify
Clif On iTunes,1,Keeps CRASHING,BUT... this latest version keeps crashing on all of my iPads and iPhones.  BEWARE!,2024-10-26T13:46:07-07:00,Shopify,Shopify
misslizsc16,1,Bad update,"App used to be great, but the last month or so, it always logs me out! Every single time I want to use the app I have to log back in! Please make it so we don’t have to that anymore!!!",2024-10-14T03:28:33-07:00,Shopify,Shopify
its_reaps,1,DO NOT DOWNLOAD,"i was charged for absolutely no reason, i had no website, no trial all i had was my debit card which they used to try to charge my account",2024-10-13T18:52:06-07:00,Shopify,Shopify
jgreene2765,2,Pictures don’t upload,The app is great and easy to use and is great for adding products to your store on the go. The problem is when I upload photos on the app from my phone they don’t register and I have to reupload them from my laptop so Kim did defeats the whole purpose of the app.,2024-10-11T04:55:50-07:00,Shopify,Shopify
chad!!!!!!,1,Every update breaks things,"Latest breakages/stupidity:

- can't capture multi-tender payments easily like on web, it defaults to the full amount on one of the methods and fails without any error message

- printing labels now launches in safari and by the end of the day you have tons of tabs open. Keep it in the app like it used to be

- ""location display limit reached"" is not only stupid when scrolling is available, but further when tapping ""more"" it just leads to a blank screen showing nothing. Good job 👍

The iOS app team lead really needs to be fired because it's been a while now with really dumb breakages and terrible UX changes every update.",2024-10-10T12:44:09-07:00,Shopify,Shopify
M. Mirza ali,1,Scammed by this site stores,I’ve been scammed by this site store (classytime) they showed different item at costly prices and delivered worst item please don’t use shopify for buying items,2024-10-10T01:01:49-07:00,Shopify,Shopify
Maqami,1,Still my money,I was suppose to get my reserve funds July 31st it is now October and I’m still tryna get my 2386 they keep giving me the run around I can’t wait to sue them,2024-10-09T18:48:38-07:00,Shopify,Shopify
rmiller9011,1,Useless app,"Trying to use this app for my job and it is completely dysfunctional. Does not load the site editor at all, just shows a blank loading screen — and it’s not my phone or WiFi connection.",2024-10-06T23:18:17-07:00,Shopify,Shopify
lostuti,1,Sadness,I’m trying to fix my problem more than one month.,2024-10-04T04:32:29-07:00,Shopify,Shopify
ShadowSharkyt,1,subscription,canceled my subscription then still charged me the next month,2024-10-04T03:08:04-07:00,Shopify,Shopify
millions66,1,Scam,"Stole my money didn’t give me an opportunity to even open my store and started taking money from my account. Beware do not use this app. I thought this is a reliable trustworthy app that they work with their sellers. They do not they just steal the money I tried contacting them, no one replies back before you throw your money away. Read this.",2024-10-01T04:28:44-07:00,Shopify,Shopify
Victra Sucks,5,"Make money, grow your business",Shopify is the best commerce platform period.,2024-09-29T09:18:07-07:00,Shopify,Shopify
skgoffroad,1,Used to be a great app,"I have had Shopify for my business for about 4 years and the app Has always been really great until the most recent update with Shopify.  Now I have to log back in all the time.  If I open Shopify on my computer, Shopify inbox or open the balance app I have to re login to the Shopify app. This also makes the widgets not work.  Terrible and very disappointing from Shopify.  Needs to be fixed asap.",2024-09-24T10:20:40-07:00,Shopify,Shopify
Johnny_khan243,1,Robbed me,I need my money back Shopify you guys robbed me please refund my $460 back,2024-09-23T08:10:16-07:00,Shopify,Shopify
Kyle's One Fan,2,Keeps logging me out,Newest update keeps logging me out of the app. Have deleted and reinstalled and that didn’t solve it either.,2024-09-18T19:54:48-07:00,Shopify,Shopify
Poseidon N,5,Awesome,Great app,2024-09-18T15:25:24-07:00,Shopify,Shopify
Sarmo888,5,Best of the Best,I rate this platform as one of the best. Huge audience and everything on their site is easy to use. Self explanatory. Easy guide to getting the job done. Thank you,2024-09-17T04:42:22-07:00,Shopify,Shopify
HoS2019,1,Horrible app compared to the on-line WEB/browser admin panel,"What a nightmare!!!
Over the past few years we tried to out this app several times, hoping that maybe one day it may come closed to the WEB admin panel - Well, truth told, NOT even close! After a considerable long time on the market, the app is still light years behind the WEB interface, many functions are missing, like for example to reserve an item when creating a draft order, whereas other vital functions like for example issuing a refund will NOT work at all!
Nd worst of all: Some orders you got will NOT show up alltogether, not existing!!!
 Shopify: Mega shame on you! Just get this app out of the app store please, and don’t waste for customers time to be your test rabbit.",2024-09-15T18:25:49-07:00,Shopify,Shopify
evelynnmade,1,Everything is blank and not loading,I’m paying 348 a year for everything to not work… nothing is loading and every page is blank suddenly. Did all the troubleshooting and none of the customer service advisers can figure out how to fix it…..,2024-09-14T15:29:36-07:00,Shopify,Shopify
mazurek02,5,Love it,Great and easy way to start business,2024-09-14T10:54:13-07:00,Shopify,Shopify
gigimarie123456,2,Keeps logging me out,"I’ve been using my Shopify account primarily through the Shopify app on my iPhone. Over the past 4 days I’ve been logged out of my account 20+ times. I’ve contacted Shopify support and they see no errors on their end. I’m at a loss at what to do, so I’m REALLY hoping Shopify gets in contact with me soon.",2024-09-13T11:14:33-07:00,Shopify,Shopify
Dolls2024,5,My store,"Hi, I’m just starting out but it’s been so much fun building my store!",2024-09-11T16:05:36-07:00,Shopify,Shopify
Jessica5260,5,Gooten app,I’ve been using the Gooten app in my Shopify store for some of my pod products and love how easy it is to use.  Shopify and Gooten definitely make a great team.,2024-09-11T10:05:39-07:00,Shopify,Shopify
Zbbgzlesburge,4,Bucklesfundz,Bucklesfundz,2024-09-11T02:12:37-07:00,Shopify,Shopify
adof klitler,1,?,Deleted the app but still am getting charged 40 bucks every month,2024-09-08T10:40:41-07:00,Shopify,Shopify
User9876426,1,Horrible,"Terrible customer service have canceled my subscription and it continues to charge me and I can’t talk to a real person, they locked me out of my acct and charge me once a week.  Horrible service never even used it because the platform was horrible to use. not recommended.

Would highly suggest hostinger website builder over Shopify. They charge 40 dollars for a whole year where as they are stealing 40 dollars a month and not letting me cancel",2024-09-03T12:01:47-07:00,Shopify,Shopify
JaayCoop,5,My review,Very helpful very good for your first business,2024-09-02T06:58:34-07:00,Shopify,Shopify
JJ-LkPasadena,2,Inventory feature is fckd up,"For some reason now when you scan for inventory, it’s giving an inaccurate number on all products.  As an example, I’m showing an overall number of say 3, but physical inventory is 2.  It then gives me this silly “Original: 2 (+1)”.   The inventory number on the web app is correct.  Not sure who thought this was an improvement…and to adjust the number you need to click a “Review” and then an Apply.  Previously it was just a quick save from the same screen.  Huge fail Shopify…can’t trust the iOS app you released.",2024-08-31T10:18:55-07:00,Shopify,Shopify
Lbbgaaj,2,Ok app,"The app overall was great, but I canceled my subscription and they continued to charge my account. I took it up with customer service, got my refund, and they canceled my account again. The next month, I get charged again. I go through the whole process once again and I thought they canceled my subscription once again but I keep getting charged every single month. Although they are great about refunds, it is annoying to have to keep getting a refund every month",2024-08-30T17:38:13-07:00,Shopify,Shopify
Jav6494,2,Poor support,"When using Shopify just don’t have any issue with them for its next impossible to get a support representative to help with any issue.
Setting up is easy and easy to shut down your account and if you receive payments they hold ur money as if they do not want to give you",2024-08-29T11:42:35-07:00,Shopify,Shopify
Dlwstne1,1,Locked our website,"I do not suggest to use Shopify! 

We have been using a Shopify theme for over 6 months and this morning they locked our website and no resolution! 

I have been a customer for over 8 years and they take forever to email back it has been over 10 hours and still NO REASON!",2024-08-27T17:29:50-07:00,Shopify,Shopify
RT Electronics,1,Disappointing Experience with Shopify,"I signed up for Shopify’s $1-for-three-months promotion, excited to start my online store. Unfortunately, my experience was far from smooth. For nearly a month, my payouts were not working, which meant I couldn't process sales without potentially losing money. This was extremely frustrating because I was essentially paying for a service that wasn’t fully functional.

When I finally resolved the payout issue, my earnings were quickly taken away by getting charged 41$, leaving me feeling cheated out of the promotional period I should have been able to use to grow my business. I reached out to Shopify, but the response I received did little to compensate for the lost time and opportunities.

Overall, this experience has been disappointing. The promotion promised value that I never fully received due to technical issues, and as a result, I can't recommend Shopify based on my experience.",2024-08-27T17:26:17-07:00,Shopify,Shopify
Ahrhvcgy,1,Can’t make purchases,Why can’t I see where to make a purchase I only see start free trial how do I make a purchase on Shopify,2024-08-24T15:15:39-07:00,Shopify,Shopify
LilacAxtell,1,No,Don’t put your card in it won’t let you take it off and will charge you and insane amount of money,2024-08-21T22:13:13-07:00,Shopify,Shopify
Nonexistent Shopify staff,1,No one works here,"Here’s a more concise version:

""Do you think Shopify is a scam? I’ve been impersonated by a store using my personal information and email. After months of trying to report it to their support chat, I gave up because the automated system kept asking the same questions without connecting me to a human. I even used keywords like 'fraud' and 'scam' but got nowhere. It wasn’t until I received threatening emails from customers and Shopify about legal action that I realized the severity. If the CEO, Tobi, earns millions, the least he could do is ensure a support team that helps. I don’t even own a business—someone is just defrauding me—but I can’t imagine the frustration for actual business owners.""",2024-08-20T18:59:49-07:00,Shopify,Shopify
Po da pandaa,1,Disappointed,Ts sucksss!! I’m trying to set up a shop and no matter the order I complete the 5 steps one of those steps never go through. Waste of time frl.,2024-08-20T14:58:56-07:00,Shopify,Shopify
STEALING MONEY$$$,1,STEALING MONEY,I never made an account and someone keeps trying to withdrawal money. The help chat makes me log in to chat with an actual person… BUT I CANNOT LOG IN BECAUSE SOMEONE IS USING MY EMAIL AND AUTH. This is the most outrageous situation and I cannot reach anyone for help. I had to download this app just to leave a review in hopes that someone will respond… I have wasted so much energy into just logging in but my info is being redirected to a scammer. None of this makes any sense,2024-08-19T09:46:23-07:00,Shopify,Shopify
MinaR22,1,Not worth it,Too expensive to host site and the features aren’t worth it. Use WIX. They also take more than a week to reply back to you about issues.,2024-08-19T07:33:05-07:00,Shopify,Shopify
Genuinely Disgusted,1,Trash,The interface with onollo doesn’t work and the support is nonexistent. No customer service whatsoever. STAY AWAY,2024-08-15T09:12:32-07:00,Shopify,Shopify
Coconut water123,5,Question,How old do I need to start a Shopify account,2024-08-14T15:48:02-07:00,Shopify,Shopify
KHallman,1,Deactivate account,"Deactivated the account after the $1 trial. They have been charging me $42.12 ever since. When I try to contact them. They say -I don’t have an account BUT they are still charging me every month! Have to call bank every time to dismiss it.
NO RESPONSE.",2024-08-14T10:09:52-07:00,Shopify,Shopify
Jonny Candle,1,Shopify WAS Amazing until Post-Covid Shopify,"There was a time when Shopify probably couldn’t be better, but as with all things do, it actually got worse during Covid-19 when all the big corporations decided to shrink quality, fire staff, and increase their prices. 

They’re customer support used to be stellar, unbeatable, and anything could be fixed. Now basic plan users are forced to engage with chat-only support who are blatantly rude and confident that there is nothing that can be done to them. It’s no better with phone support for Shopify Plus upgrade.  Support NEVER has a solution to a problem these days, holding accusatory and defensive tones towards basic inquiries - as if it were the customer’s fault that they lack in-depth knowledge of all things Shopify. And surprise - there’s now a language barrier to make things more complicated. 

The knee-jerk reaction from Shopify Support staff is that whoever is contacting them is looking for a fight, and any question asked is a “gotcha” trap from the customer. I dared to ask any question to expand on vague, scripted responses and was met with condescending, aggressive replies that more than suggested that I, the customer who is not a tech wiz, am the problem. 

No further details are EVER provided about solutions to urgent problems, except for: “this has been escalated”. To who? Regarding what? When should I expect further communication? How will I be contacted? Why is the issue happening in the first place? Nope - if you ask, you’ll get nothing. Days…weeks? “Yup” is there reply, and with a polite version of “screw you” for good measure. The cherry on top is that if you are privileged to call - you get to battle the thickest accents with chickens and other noises in the background. 

Not sure what they might do after this review, but rest assured it’s out there now. 

P.S. the “-ting” sale sound is not as satisfying as a “chuh-ching” sound, by the way. Bring the old Shopify back.",2024-08-11T12:30:30-07:00,Shopify,Shopify
gaisgh736,1,Adding the Arabic language mainly,"All languages have been supported to the Arabic language, and it has not been supported mainly in the application and website. When is your support for the Arabic language mainly in all your programs, all your times and all your accounts, it is necessary. The Arabic language is supported.",2024-08-08T19:28:50-07:00,Shopify,Shopify
Joe Then,4,Needs Dark Mode,"Please Shopify, give us Dark Mode. My eyes can’t take the bright white background.",2024-08-07T06:14:47-07:00,Shopify,Shopify
Pidget19,1,Poor Spam Control,"Want spam from your site? Get Shopify
Want spam in your email? Get Shopify
Want spam in FB messenger? Get Shopify
Site looks nice. Controls are okay. But you will get buried in spam even with Google Captcha on.",2024-08-03T18:38:36-07:00,Shopify,Shopify
MtnLv432,1,"Needlessly Complicated, Hidden Fees, Poor Service","Extremely disappointed with Shopify. I have spent the last 1.5 years of my own part-time work (ALL my free time), plus a developer to help customize, and still the site is not done. Customer service is spotty at best. They’ve designed a platform with very little customization possible, in spite of promising this as a selling point. They’ll push you to spend extra money either on their “expert developers”, or outside apps that you’ll be locked into subscription fees — just to do basic things like have a form to collect your customers’ phone/addresses. You can expect to pay $10-100 PER EXTRA APP, for the rest of your site’s life. Additionally the site can’t even allow you basic things like to enlarge your logo. If you’re a visual person, it’s a disaster to make anything look good. The images on mobile are cropped at the sides & they don’t see this as a problem. The backend is needlessly complicated. Honestly do not recommend. Even squarespace was better. And I’ve paid every month for this torture….",2024-08-03T14:46:03-07:00,Shopify,Shopify
Leftear,1,Too big for small business,"I’ve been with Shopify for 12 years. They have progressively gotten worse with supporting my small business, even as it grows. If you have an issue, there is no one to speak with. The chat help is powered by AI and the customer support email team is unbelievably impersonal and cold. I wish i could switch to a better company but they have a monopoly. They suggest signing up to PLUS for more options and support, but at $2500 a month, 30k a year, is a laughable proposition. They are playing god with small business. 
I won’t be surprised if we see a Shopify class action suit in the future from customers that are just fed up.",2024-08-03T09:50:02-07:00,Shopify,Shopify
Mke EMD,1,Broken products tab,I cannot choose the products tab without the app freezing on me. I’ve tried reinstalling twice still no luck.,2024-08-03T03:19:54-07:00,Shopify,Shopify
Country Club Cowgirl,1,"1 month of silence from Shopify and $1,090 has disappeared from my payout account.","I have so far had an absolutely terrible experience, and it is culminating in what seems to be $1,090 stolen from my payout account (and not in Balance either), with no help in sight. 

Back in May I opened up a Shopify store selling Western-inspired golf apparel for women. This went on smoothly for the first month or so. Then, on June 29th I was made aware that my payouts were placed “on hold” and that my next steps were to check my email to find out how to resolve this. Now, the kicker is that my shop was featured in a small magazine article on the 28th of June, so I had about $1,000 in sales tied up in this “hold.” Upon checking my email, I realized I didn’t get one for whatever reason. I then messaged Shopify support, who assured me that this was being handled by the “payments team” and it was routine, and not to worry. This was all around July 1st. It has now been over a month (writing as of August 1st) and I have had no resolution. To boot, the $1,090 that was in my payout account is seemingly GONE. It is not in my Balance App (I have no external accounts linked) and not in my Shopify payout records. It has disappeared. I have messaged support about this 7-8 times over the course of the month and never get an answer. And I pay for a lower tier of Shopify, so I am not entitled to phone support. At this point I believe Shopify has taken my money. I have still NEVER received an email about this (in my spam folder or otherwise.) Terrible customer service and terrible resolution team.",2024-08-01T07:34:06-07:00,Shopify,Shopify
Uebbhshsjsjbsbsvv,1,I have the funds withheld and they don’t solve the problem. !!,I have been writing to you for 15 days about this problem and in the help chat they only tell me that they have already notified the problem and that they are going to write to write to me by mail to tell me what is happening and in this I have been 15 days and my money withheld something that is something that we all need to continue investing like any business and I already notice it as a lack of respect and I am very upset with this page thing that was not what I felt. Here I leave my experience and I hope it will help someone who wants to use it !! I'm still waiting 😡,2024-07-31T09:16:37-07:00,Shopify,Shopify
Cam.87,1,The worst customer service ever!!!,"The customer service agents are literally reading from the Shopify help center. They have absolutely no understanding of their own system and they actually further complicate things for you rather than actually listening and reading what you send them because all you can do is talk to them via chat or email, someone located outside of the country. Yep, that’s right, only chat or email you cannot speak with anyone ever. This company has one of the highest profit margins for any publicly traded company in history at 29% because they don’t care about their customer service at all. I cannot tell you as a business owner how incredibly frustrating it is having to teach their own customer service agents how to solve my own problems and then only to have them screw everything up and make even more problems for me to unwind and fix through a chat!?? Absolutely horrendous if you are looking to get any type of support, good luck!",2024-07-31T08:17:50-07:00,Shopify,Shopify
SUV's in h by d,2,Bad,I had made a Shopify account and when I deleted the app they still charged my card lots of money from my account got stolen from Shopify I will not be using this app I hope no one else uses this ether,2024-07-30T18:49:39-07:00,Shopify,Shopify
9292aa,1,Can’t set up payment method,While attempting to set up the payment method I just get the run around. It’s absolutely ridiculous.,2024-07-30T15:09:09-07:00,Shopify,Shopify
Cafe’ cats,1,Crooks,DO NOT use Shopify they paid me two days then never paid me again. It just keeps saying payout pending and never actually giving a payout. Have been contacting them every day does weeks with no response from their “Team of specialists”. DO NOT USE!!,2024-07-30T12:05:56-07:00,Shopify,Shopify
Nbatyson1,1,It doesn’t even let me create a account,It doesn’t even let me create a account,2024-07-30T09:06:19-07:00,Shopify,Shopify
dhph89,2,Cancel your plan? Goodluck!,Impossible to cancel your plan on the app. Should be illegal to prevent a customer from opting out of a subscription.,2024-07-30T03:48:08-07:00,Shopify,Shopify
dhm_atl_875,1,Can’t get any support,"I’ve written Shopify directly and via Instagram.  Long story short, I have a site and pay for phone support but because I had to change my phone number a few months back, I can’t get logged in at all to get my support number nor can I get live support.  There are no options and no one checks social media or other means.  I’m stuck paying for something I can’t use and disputing the charge.  It’s terrible.  Dolcebellakids if anyone sees this and thinks customer service should matter.",2024-07-28T10:02:59-07:00,Shopify,Shopify
goncaydogmus,1,Scam,They took money from your account with no reason! Be aware of it !!,2024-07-26T05:27:46-07:00,Shopify,Shopify
hzhdjanbwnnsbnsejsjss,5,Great platform.,Customer support is great and they were able to resolve some of my issues. Great tools and all around a really solid platform for opening your business and website.,2024-07-22T23:37:26-07:00,Shopify,Shopify
esacare,5,Service and program,"Excellent service, program",2024-07-21T08:21:49-07:00,Shopify,Shopify
ℱℴ𝓉𝓈𝓈,1,Payment,The app keep glitching when I try to set up my payment method,2024-07-20T09:05:08-07:00,Shopify,Shopify
Beau dad r cuz,3,Bad,It would be great if it would stop telling me to turn off my ad blocker so I could at least start my business!!!,2024-07-18T14:39:07-07:00,Shopify,Shopify
amnesia-kei,2,Deep links don’t work - apps don’t open,"Every since their latest updates I’ve been having issues doing anything in the app. I can’t even open some apps when I tap on them to review dashboards. It literally does nothing. 
Even more annoying, if you have a link to a specific page, the app forces to go through the app instead of allowing website to open, that would be fine if it supported deep links. All it does is open the homepage meaning I have to manually open the section I was looking for. 

It’s not the end of the world but super inconvenient.",2024-07-18T05:20:36-07:00,Shopify,Shopify
rainkid2,1,Draft order quantity does not appear,"Show stopper bug: draft orders quantity text does not appear so you can see quantity nor can you easily edit the quantity without seeing the number

Needs to be fixed pronto.",2024-07-16T19:20:37-07:00,Shopify,Shopify
ckhee90,1,Very slow after update,"I have been using this app for three years, and it has been great. However, after the recent app update, it has become terrible.

After updating the app, it has become very slow and there are sudden lags, making it very inconvenient to use.",2024-07-13T14:56:19-07:00,Shopify,Shopify
Dasa1044,1,Another Update another Apple Watch Fail,"Once again after the App updated, the Apple Watch Shopify app doesn’t work properly. The preview complication doesn’t show the daily sales amount. Please make it part of your app update routine to check for that.",2024-07-12T01:57:00-07:00,Shopify,Shopify
Raz9900,4,Raz Roy,Good,2024-07-10T15:21:00-07:00,Shopify,Shopify
writea917,1,scammed,I tried deleting the app and take down my subscription but every time i would try to login my email to login on my phone it will just put me back on the same page to login again. I’ve did this 10 times and nothing happened. I even tried canceling my subscription on my account on my computer but it wouldn’t let me. when i tried to delete the app on my computer it wouldn’t delete either. Don’t use this app!! They won’t let you cancel you subscriptions!!!,2024-07-09T22:00:40-07:00,Shopify,Shopify
Shopify Notifications,4,Love my app except the red bubble,"Love that I can do basically everything from my phone that I can do from my computer. I don’t love that I have a red notification bubble that never goes away. It looks like I have 10,000 notifications. I have followed the tips on Shopify.com and nothing seems to work.",2024-07-08T20:09:35-07:00,Shopify,Shopify
Deashnn,5,IT WORKS FOR ME,I don’t have anything negative to say about this app. It works just fine for me and my online business.,2024-07-05T19:19:52-07:00,Shopify,Shopify
Recommendation .,1,Awful,"This platform is poorly built with a help center that does not do their job very well. I have been using Shopify for some time now and it is TERRIBLE and I would highly recommend not using this app due to very low customer support help, high pricing and low quality of the actual app itself. This is one of the absolute worst apps I have ever used.

‼️🚨DO NOT USE THIS APP      THERE IS BETTER‼️🚨",2024-07-03T03:51:31-07:00,Shopify,Shopify
Noah obe,1,Scam,Its so horrible,2024-06-30T22:54:36-07:00,Shopify,Shopify
DirectDropz,5,Shopify Check list feed back,I love the way all the prompts are organized and easy to navigate,2024-06-29T04:58:36-07:00,Shopify,Shopify
DL706,3,Needs improvement,The app’s return label feature doesn’t work on it’s app.,2024-06-28T08:04:52-07:00,Shopify,Shopify
Mr.reckerr,1,Doesn’t load,"I have deleted the app multiple times, and every time I come back k have the exact same issue, nothing ever loads, it’ll kick me out of a screen and sit on a white screen for as long as I let it, I’m done using Shopify 💀🤷‍♂️",2024-06-27T03:58:05-07:00,Shopify,Shopify
QueenStacieD,2,Account Recovery Process Stressful,"Recently I had to get a new phone number, I was able to sign in on my computer but forgot to update the number on my Shopify account. Then to my already stressful life my computer’s hard drive crashed. I was unable to recovery my recovery codes or sign into my Shopify account from my new computer or phone. I contacted Shopify support, which in itself was even more stressful because to reach someone you had to select your store to sign in and I could not. After a few hours, I was finally able to reach someone by chat. I was informed that they would be submitting an account recovery request but there was no timeline on resolution. Two weeks later I got an email to submit documentation to validate that I am the owner. I submitted the documents and hoped that over the next 48-72 hours I would hear something. It has now been another week with no further responses. I am unable to access orders to fulfill, resulting in a loss in revenue which I informed the agent this fact when requesting account recovery. There simply should be a much better process for account recovery with such a large corporation, and business owner’s entire business livelihood attached to the platform. I’m likely going to have to refund any and all sales and possibly have to send out some sort of discount and apology to ensure I retain customers. I am still being charged the fees for a service I can’t use and losing money. I’ve been with Shopify since 2018 and I never considered this process would be so complicated and lengthy. I am now likely going to seek another more reliable platform that considers the urgency for these sort of issues. I suggest saving your recovery codes offline, print them, or save to a cloud platform that you can always access. Luckily I have Etsy and have been able to redirect some customers to this option to shop our products.",2024-06-26T18:31:36-07:00,Shopify,Shopify
Ms.alinaify,5,Shopify & Selfnamed,I’ve been using Shopify for my business needs for about a year. It’s easy to use. What I like most is the ability to integrate with other apps such as Self Name. Self name is a company that has dropped shipping available for business such as mine. There is no fee to set it up. you connect your account to Shopify and Selfnamed does the rest. I gave it five ✨,2024-06-25T17:04:27-07:00,Shopify,Shopify
1234567coinmaster,1,wouldve rated zero but i couldn’t so i rate it a one.,i had an account called NadiaMakesJewls and i payed 1 DOLLAR because it said i only had to pay one dollar. i deleted the app and now its taking 5$ out of my account and saying that i have to pay that amount. currently in the middle of fixing it. but you guys need to change your bot customer support to a realy human because it was no help.,2024-06-24T14:31:10-07:00,Shopify,Shopify
wit ah dah,1,I don’t like how deceptive the subscription package is,"I remember I subscribed for a free trial and there was a deal where it was only $1 for one of the subscription tiers. I decided to try that one and I thought after it ended I would just be billed $35 a month or so, but instead I got charged $940 for an entire year. This ruined my entire budget for a month and now I need to stop spending for everything else. I hate this app it is so deceptive. I want refund.",2024-06-22T15:14:04-07:00,Shopify,Shopify
Lourdes v,1,Not Seller Friendly,I’m not sure why a platform such as Shopify can not take the time and effort to back the sellers. I’ve had customers do chargebacks and Shopify does not even take the time to find out all the ins and outs of the order. We have our return policy clearly written that we do not do refunds unless the piece is damaged at the point of receiving the merchandise and the customer does not want to get it replaced. We offer a 30 day exchange NOT REFUND only if the jewelry is in the same condition as it was when they received it. We’ve had customers place chargebacks AND keep the merchandise and Shopify does not seem to take any conditions towards the seller. This is very disheartening!,2024-06-21T11:59:12-07:00,Shopify,Shopify
Roger_683626,1,Return Label Creation No Longer Works from App,"About three months ago after an update (and now on the latest version) return label creation is broken on the app. Mobile site and desktop work just fine. This has been on two different devices (iPhone 14 Pro and iPhone 15 Pro) with the latest iOS. 

Unbelievable that a publicly traded company cannot properly debug such an important feature on their app.",2024-06-20T22:49:42-07:00,Shopify,Shopify
aurias26,3,The Metafields,"I can’t add variants like different sizes in my page. The last update with this “metafields” made it more complicated. Plus, the Metafields select and change the option I selected for my product!!!! It’s sooooo annoying! Now i have to duplicate items.",2024-06-20T16:10:05-07:00,Shopify,Shopify
Bruhool,1,Image uploading fix asap PLEASE!,"I used to be able to upload multiple images but after an update I can only post 1 image per item and manually have to approve each one, this makes my job 10 times harder. The upload time has also suffered tremendously . To get around this I’ve had to take photos with my iPhone camera then click on the image adding portion then click multiple photos from my recents which takes way longer. Please DEVS please go back to the system that was in place 3 weeks ago.",2024-06-20T09:53:01-07:00,Shopify,Shopify
Creative Art Education,5,Easy to build,Simple platform and extremely easy to use. Customize your store from your phone or computer. Analytics are excellent and informative. Great for new or advanced users. My favorite app on my iPhone.,2024-06-20T04:34:56-07:00,Shopify,Shopify
Amananadanow,2,Please fix,"Could you please fix an issue with notifications and reply? When a staff member mentions you on order page, you receive a notification, a banner like a message. When you click that notification and try to type the reply, the keyboard hides everything you are typing. You have to exist, search that order manually, only then it works. Please update",2024-06-18T14:46:45-07:00,Shopify,Shopify
Superleodood,1,"Great, unless anything at all goes wrong","It is impossible to contact a human for technical support with there site. For example if for some reason you can’t log in, don’t worry their chatbot will refer you to a human to help, all you have to do is select your store and log in. Clever right?",2024-06-15T00:00:29-07:00,Shopify,Shopify
Rate this 1 star!!,1,SO GLITCHY,"keeps telling me i don’t have access, freezing and etc",2024-06-14T14:37:38-07:00,Shopify,Shopify
BradyS515,2,Removing the live page views,Removing the 10min live page views was awful. I’ve never seen an app purposefully remove features that people wanted. That tool was a great way to monitor real time site activity. Bring it back!,2024-06-12T21:32:40-07:00,Shopify,Shopify
justlookingout4u,1,Scammed me of another monthly payment,I was trying to cancel my store last month and it kept glitching out when I went to close it. Now that my monthly is due again I can’t close it until I pay it. It surely doesn’t glitch when it wants my money. Switching to a different platform.,2024-06-11T14:14:14-07:00,Shopify,Shopify
Jointhehunt108,4,I love Shopify but,"I’ve been using Shopify to run my business for a few years now and to be honest, I’ve been extremely happy. I love the app. I love the support however, it seems like in the last couple years I’ve noticed the app has become more and more buggy, and although the bugs tend to get fixed after a point, every update, a new bug appears, and the app starts having some glitches or different issues. It tends to get pretty frustrating but I’m hoping it’s something something that will get worked out.",2024-06-09T07:35:55-07:00,Shopify,Shopify
Lilly billyyyy,2,Hate this problem!,"Alright i’m starting an online business at a young age and stuff but everytime i don’t get on shopify for about 1 or 2 days the app is telling my trial has ended , And then the app wants me to pay everytime it logs me out NO SIR!! Please fix this problem.",2024-06-08T13:22:23-07:00,Shopify,Shopify
DyslexicAjnin,1,Recent updates are retroactive and make my experience far worse,"The recent changes to the app have made my user experience terrible. I can not longer use the grid on my camera when taking photos of products and I can no longer take multiple photos at once- I’m now required to take and upload each photo one at a time. Shopify, please revert the changes you’ve made.",2024-06-06T11:25:35-07:00,Shopify,Shopify
mark_kitty,1,"Billed 1,200",I love Shopify it’s a great app unfortunately I didn’t make any sales and when I finished my $1 3 month trial I straight away got billed over 1200 and I don’t know what to do,2024-06-06T03:11:59-07:00,Shopify,Shopify
Eugene 6161,3,It’s been 3+ years using shopify,"As a tech guy and 20 year PM, I can’t believe you couldn’t implement/fix the instant daily revenue display for all those years. I need to kill the app to see the most recent data, what a shame.. Select your product managers from your users,",2024-06-05T20:07:47-07:00,Shopify,Shopify
